Hadi.	{'6', '2', '1'}
Bundan emin misin ?	{'7'}
Casusluk yapmanı profesör mü istedi ?	{'4'}
- Sorun ne ?	{'3'}
Beklediğim şey işte buydu !	{'5'}
- Kesinlikle !	{'5'}
- Ne için ?	{'1'}
Gördün mü ?	{'2'}
Tabii ki dostuz !	{'1'}
Ne oldu ?	{'2'}
- Ne oldu ?	{'7'}
- Dediklerini yapabilir misin ?	{'1'}
- Yapabilmek mi ?	{'7'}
Beni bekle !	{'5'}
Kapıyı kapatın !	{'1'}
Eğer size de öyle davranılması konusunda ısrar ediyorsanız, ...bana da başka seçenek bırakmazsınız.	{'5'}
Profesör !	{'2'}
- Çıkarın bizi !	{'4'}
Durun !	{'7'}
- Peki efendim !	{'8'}
Tam yol, tüm motorlar !	{'4'}
Geri çekilin !	{'4'}
Ne var ? Ne oldu ?	{'4'}
Bir içkiye ne dersin ?	{'8'}
Onun minnettarlığını falan istemiyoruz !	{'1'}
İnsanlığa güvenmek istemiyorsunuz, ...çünkü eğer güvenirseniz, nefret ve intikam üzerine kurduğunuz bir düşünce sürekli kendinize söylediğiniz bir yalan nedeniyle, yıkılıp gidecek.	{'6'}
- Bana güvenmediğiniz için mi ?	{'1'}
- Hayır, Ned, yapma !	{'4'}
Notları biz gönderdik !	{'2'}
Biz ne olacağız ?	{'6', '1'}
Pes etmeyin dostlarım !	{'4'}
- Profesör, nereye gidiyorsunuz ?	{'2'}
Kesinlikle bir canavardı.	{'7'}
Sende de baya güçlü nefes varmış, benim boş boğaz arkadaşım. Birkaç soru daha sorabilir miyim ?  Ben bir zıpkıncıyım.	{'5'}
Bu nefesi koklayabilene, bütün gün içeceği içki benden.	{'1'}
Ben Bulletin'denim.	{'7'}
Bu beyler de Globe ve Post'tan.	{'7'}
Eğer yeterince derinlere inebilseydik, ...orada yaşayan canlılar karşısında, hayretler içinde kalırdık.	{'4'}
Eğer yeterince büyükse, olabilir.	{'2'}
Öyle değil mi ? - Hiçbir şeyi inkar etmiyorum.	{'8', '1'}
- İyi günler efendim.	{'4'}
Bu hayatımda gördüğüm en saçma şey. Saçma mı ?	{'7'}
Söylentileri ya onaylarız, ya da reddederiz.	{'6'}
Ama konu üzerindeki her türlü öneriye açığım.	{'3'}
Ne kadar çoksa o kadar iyi olur.	{'8'}
Raporlarınız önyargısız olmalı.	{'8'}
Kendisi, denize açılacağınız savaş gemisinin kaptanıdır. Deniz canavarları konusunda iddialı fikirleri olduğunu da ekleyeyim.	{'5'}
İlk ay, daireler çizdik, ...hep aynı rotamızı koruduk.	{'1'}
Zaten bütün paramı vermezlerdi.	{'6'}
Ateş ! Peki efendim.	{'5'}
İmdat ! İmdat !	{'2'}
Hayır. Sis dağılana kadar dayanmalıyız.	{'8'}
Eğer beklersek, bu şey su altına girebilir.	{'4'}
Şu halatı yakala dostum.	{'5'}
Siz kalabilirsiniz.	{'4'}
Durun biraz.	{'8'}
Size zararları dokunmadı.	{'1'}
Bana göre anlamlı olan sebepler yüzünden, insanlarla ilişkimi kestim.	{'6'}
Ben ve onlar arasında bir seçim yapmalısınız.	{'5'}
O halde bunu, talihli bir anlaşma olarak değerlendirin, Bay Land.	{'5'}
O halde bu da kuzu eti değildir.	{'8'}
Nedir bu ?	{'2'}
Özel tarifim, ahtapot cenini tatlısı.	{'4'}
- Ne zaman başlıyoruz Kaptan ? - Hemen şimdi.	{'2'}
Havana mı ?	{'5'}
Hayatınızı, arkadaşlarınız hayatı adına vereceğinizi bilmek, beni rahatlatıyor. Anlamıyorum.  Şu anda, anlamanızı beklemiyorum zaten.	{'2'}
- Evet. Kaçmak istiyorum.  Ceplerim dolu gidersem, daha güzel olur tabii.	{'1'}
Bu kadar aptal olduğuna inanamıyorum.	{'1'}
Sandığı aldıklarında, yüzlerindeki altın gülüşünü gördüm.	{'8'}
Ned, dinle beni.	{'8'}
Bu fikri unutmanı istiyorum.	{'4'}
Yolculuk devam ettikçe, Nautilus ve güç kaynağı en çok ilgimi çeken konu olmaya başladı.	{'4'}
İnsanoğlu hala, adil olmayan kanunları uyguluyor. Birbirlerini yok etmek için savaşıyorlar.	{'2'}
Ben, burası kapatıldı diye biliyordum. Nefret dolu bir ulus için, kâr getiren hiçbir şey iptal edilmez.	{'8', '5'}
O çuvallarda ne taşıyorlar ? Savaşın tohumları olan mermiler için nitrat ve fosfat.	{'6'}
Yeterince gördüm.	{'2'}
Ebediyen hafızama kazındı.	{'8'}
Yani öyle bir yaratığın var olabileceğini inkar etmiyorsunuz.	{'4'}
Hayır. Profesörün söyledikleri tamamen yanlış aktarıldı.	{'3'}
Mağlubiyeti kabullenin, Profesör. Kaçan balık, her zaman için, en büyük olandır.	{'6'}
Zavallılar.	{'8'}
Peki neden patladı acaba ?	{'5'}
Belki de bir şey gemiye çarpmıştır.	{'2'}
- Evet !	{'4'}
- Kesinlikle canavar !	{'4'}
- O zaman siz de sırtını vurun.	{'8'}
Dönüyor !	{'5'}
Sis dağılana kadar dayanmalıyız.	{'4'}
Canavara benziyor. Su üzerinde durduğu sürece, ne olduğu umurumda bile değil.	{'8'}
Dışarıdan biri sesleniyor.	{'2'}
- Evet, profesör de aşağıda. İşte canavarını bulmuş.	{'5'}
Bize güvertede ne yapacaksınız ?	{'6'}
Sizi ben davet etmedim.	{'6'}
Bu doğru değil. Size zararları dokunmadı.	{'1'}
Onu da götürün !	{'5'}
Dalışa hazırlanın. - Evet efendim.	{'2'}
"Kendine ""mütevazı"" diyor."	{'8'}
Aslında, kuzu etinden daha lezzetli.	{'8'}
Buradaki hiçbir şey yemeye uygun değil ! Ahtapot cenini tatlısıymış.	{'2'}
Deniz yosunu.	{'8'}
Hayatlarımızı bağışlama sebebinizi, hala merak ediyorum.	{'8'}
Ve ben kararımı verene kadar, fikirlerinizi değiştirmek için vaktiniz olacak. Edebiyat kitaplarınız, ...sanat eserleriniz, benim derlemelerim, ...hatta arzu ederseniz, müziğiniz bile var.	{'2'}
Ama şu anda batık olduğu için, artık verimli değil.	{'7'}
Deniz, tüm ihtiyaçlarımızı karşılıyor.	{'6'}
- Kesinlikle evet ! O mucizelerle yüz yüze olmak isterim.	{'8'}
Oraya yiyecek almak için gittiniz ! O saydıklarınızı yiyemezsiniz !	{'7'}
O halde ben bu gemiyi hafifletirim.	{'5'}
Evet ? Kapıyı kapat lütfen.	{'4'}
O da benimle geldi.	{'4'}
Ben bilimsel merakımdan dolayı yaptım. Hazinenin peşinde olduğunu bilmiyordum.	{'1'}
Ve buna hırsızlık da demeyin sakın, çünkü o da öyle yapıyor. Eğer bir şeyler alabilirsek, zengin oluruz.	{'1'}
Kendi başına bir iş yapmayacağına söz ver.	{'8'}
Böyle bir söz veremem, Profesör. En azından, önce benim fikrimi deneyelim.	{'8'}
Tek kişilik bir isyan başlatmayacağım. Henüz.	{'4'}
Siz onu şekerle beslerken, ben de ondan kurtulmak için bir plan düşüneceğim.	{'1'}
- Ne demek istiyorsun ?	{'6'}
Bugün, feci bir fırtınaya yakalandık.	{'5'}
Bana her şeyi göstermek istiyor gibiydi.	{'4'}
Ama yüzeyin sadece birkaç metre altında, saltanatları bitiyor kötülükleri boğuluyor.	{'2'}
O çuvallarda ne taşıyorlar ?	{'5'}
Bir kargo dolusu ölüm yüklüyorlar, ...ve sonra da bu gemi onu evine götürdüğünde, dünya bir parça daha ölecek.	{'6'}
İyi misiniz ? Tüm o adamların, bir fırsatı bile olmadı.	{'1'}
Kanıtı da orada yatıyor. Buna cinayet mi diyorsunuz ?	{'4'}
Onlar katil, ölüm tacirleri. Ben de savaşçıyım.	{'3'}
Nemo'ya, cinayet bile bir şey ifade etmiyor. Bence bu işten keyif alıyor.	{'4'}
Ben de sana profesörden bahsetmek istiyorum ! Haklıydın.	{'4'}
Ama kimseye söylemedim. İyi ki yapmışsın.  İhtiyacımız olabilir.	{'6'}
Bu geminin nereye gittiğini bulamadım.	{'3'}
Vulcania !	{'5'}
Bütün gidilecek yerler, bu noktadan hesaplanmış.	{'2'}
- Onu besle.	{'6'}
Biraz daha al.	{'8'}
Bana şişeler lazım.	{'3'}
Bir şeyi daha unutmuşum.	{'6'}
Sen de bana vur. - Vur bana.	{'1'}
- Ciddi misin ?	{'2'}
Notlar yazıp şişelerle suya atmak eski bir yöntem olabilir ama işe yaradığını duymuştum.	{'2'}
Bu paha biçilemez.	{'5'}
Yuttum.	{'2'}
- Galiba karaya oturduk. Ne oldu ?	{'7'}
Gelgit sayesinde akşama kurtulmuş oluruz. Yeni Gine açıklarındayız.  Kıyıya çıkmak ister misiniz ?	{'2'}
Kim, ben mi ? Ben kesinlikle arazi olmam.	{'8'}
Sevgiye aç yerli kız falan göremedim. Sakin ol.	{'7'}
Baksana.	{'2'}
Bensiz, daha hızlı gidersin.	{'4'}
Frisco'da bunu konuşup, yaşadıklarımızı kahkahalarla anacağız.	{'1'}
Bu gemide emirleri ben veririm Bay Land !	{'1'}
- Savaş gemisi mi ? - Onu aşağı indirin.	{'4'}
Aşağı in ! Bize ateş açmaları an meselesi.	{'4'}
Kapıları kapatıyorlar. Durun !	{'4'}
- Üsteyiz. Ada, savaş gemileri tarafından sarılmış.	{'4'}
Bakın !	{'4'}
- Profesör ?	{'2'}
Üzgünüm Ned.	{'4'}
Artık dans etmeyecekmi yani?	{'7'}
Insan içki içince sohbet edemiyor.	{'3'}
Insanların ruhu satın alinmaz.	{'1'}
Kirk'ün bu durumda kalacağını aklın alıyormu?	{'7'}
Içki içen bir kadın yeterince sevimsizdir.	{'1'}
Unuttunmu, Roma'dan senin uçağınla geldik?	{'2'}
Halkla ilişkilerden... ...ben sorumlu değilim.	{'1'}
Wall Street'in sahibiymiş.	{'8'}
- Şimdide benimi satın alacak?	{'2'}
Jean Harlow ve Carole Lombard'ın bir filmini yönetmemişmiydiniz?	{'7'}
- Umarım öldügümü sanmıyordunuz.	{'7'}
- Işine dönmesi gerekiyordu.	{'6'}
Bunu kaybetmeyi niçin göze alim?	{'7'}
Bütün yönetmenler genç hanımları yapımcının yanına davet edermi? Um...	{'7'}
Ve bay Kirk Edwards'ı Roma'dan getirecek yegane şeydede yetenekli.	{'2'}
Onlara zaten sahip.	{'8'}
Şu anda, keske olsaydı diyorum.	{'6'}
Annemin söylediklerine kulak asmayın. Yalan söylüyor.	{'6'}
- Kardeşim tüm sigaralarınızı aldımı?	{'8'}
Dolayısıyla, tümüyle benim denetimim, dışında olan bu koşullar altında, sana şunu tavsiye ediyorum: Deneme çekimi için Roma'ya gelme.	{'3'}
Amerika'yada gelme.	{'4'}
Bundan altı ay kadar önce, bir tanesine aşık oldum.	{'5'}
Ihtiyacım vardı.	{'5'}
O halde, ailene veda et.	{'6'}
- Cevabı biliyorum. - Hayır, bilmiyorsun.	{'2'}
Belki patronum bununda cevabını biliyordur, belkide bilmek istemiyordur.	{'6'}
Ama bir Maria daha çıkmaz. Eminim, aradığın şeyi bulabilirsin.	{'6'}
Fiyasko denecek bir cenaze töreni varsa, oda buydu.	{'3'}
En azından, benim kitabıma uymuyordu.	{'1'}
Köse yazarları ve basının kurtları gece gündüz peşimdeydiler.	{'4'}
Er geç hepimizin annesi ölecek.	{'6'}
Bay Muldoon, Maria'nın annesi Maria'nın babası tarafında öldürülmüş.	{'7'}
- Dün gece.	{'5'}
Büyük kentlerdeki gösterimlerde bitmiş olur.	{'1'}
Artık kıravatımı gevşetip ayaklarımı uzatabilirim Las Vegas'da hayatımın sonuna kadar gönül eylendirebilirim.	{'2'}
Oscar, telefon.,	{'1'}
Maria'yı gördünmü diye soracaktık. Eee, yenimi görüştünüz?	{'6'}
Babasının yanında olmak için Madrit'emi uçtu?	{'7'}
Ne film, nede mesleği bu zor dönemde babasının yanında olmak kadar önemli değilmiş, onun için.	{'8'}
Ve şansını kullanmaya hiç niyeti yoktu Ihtiyar kadını vurduğunu durmadan tekrar ediyordu.	{'1'}
Yaşlı babasının annesinden defalarca dayak yemiş olduğuna tanıklık ediyordu. Cinayet gecesinde, sadece radyosunu kısmakla kalmamış, onada vurmuştu.	{'4'}
Içi nefret dolu annesinden ve etrafina saçtığı nefretin kendisine nasıl yansıdığından, söz etti.	{'6'}
Belkide halkın, halkla ilişkileri sizden daha iyi bilidiğini anlamaya başlardınız.	{'5'}
Ama kısa bir süre sonra anlaşıldıki Señor sadece tek bir şeyle ilgileniyordu.	{'6'}
Pek meraklı olmadığımız halde, iş olsun diye oturmuştuk.	{'2'}
Işçilerin yeterince ücret alamadığı, yeterince beslenemediği, saglık hizmeti alamdığı ocaklara.	{'6'}
Bana 187,000 dolar borcu var hala ödmedi.	{'7'}
- Kabul etmiyorsun.	{'1'}
- Altı altı.	{'7'}
Bu cadı son gittiği partide prensesin parmağına bir iğne batırdı ve kızcağızı 100 yıl uyuttu.	{'1'}
- Güzel parti.	{'5'}
Kirk olmadığı kesin, kim o?	{'7'}
- Kes sesini.	{'1'}
Harry, hiç dikkatini çektimi? Prens, ayakkabısını ayağına giydirmek için Külkedisini her yerde aradı.	{'1'}
Bu hayat sana ait.	{'1'}
Büyük, beyaz bir yattıda olsa, yinede pislik değilmi?	{'7'}
Ama ne yazıkki gündüzde nefes alıyoruz.	{'3'}
Kibritini yaninda tasisa iyi eder artik. - Yaaa?	{'7'}
Anlaştınızmı?	{'7'}
- Yumruklaşıyorlarmı?	{'7'}
Kendinizi tekrarlamayın lütfen.	{'1'}
- Yalan söylüyorsun.	{'1'}
Buda riyakarlığınızı kanıtlıyor zaten.	{'4'}
Ama ben açıkça söylerim.	{'1'}
Geldiğim yere dönmeyecem ben çünkü orayı sevmiyorum.	{'1'}
Bak Kirk, bu defa Kendi çöpünü kendin boşalt.	{'1'}
Tam dört yıldır dayanıyorum. Dört yıldır konukları davet ettim, ikram edilecekleri seçtim, eylenceyi organize ettim ve çöplerini temizledim.  Garsonların, taksilerin,davetiyelerin ve konukların parasını ödedim.	{'6'}
- Asla film yapamıyacak.	{'6'}
Seninkilerde bile su bardağı yüzüne fırlatırdım.	{'1'}
Iste karşımızdaydı, dünyanın en çok arzu edilen kızı. Dünyanın bir numaralı gösterisinde onu satın almak isteyen müşterilere sergileniyordu.  Ama kimse onu paket edip evine götüremiyordu.	{'4'}
Ölümüne bahse girerimki,	{'3'}
Sıradan yaşantıları olan sıradan insanlar bir anda görünmez olurlar. Dünya insan biçimindeki kelebeklerin istilasına uğramış gibidir.	{'7'}
Uzun kelimeyi kağıdın başına yazıyorsunuz, aşağıyada bundan türetebildiğiniz kısa kelimeleri yazıyorsunuz. Yaa.	{'8'}
Bir şey söyleyeyimmi: Beyaz perdenin dışında güldüğünü hiç görmemiştim.	{'7'}
Birkere hırsızsın.	{'3'}
Benim kralların, soytarısı olduğum gibi.	{'7'}
O gün ordan, ondan uzaklaşırken hissettiklerimde çok tuhaftı. Eninde sonunda yine karşılayacağımı biliyordum.	{'8'}
- Istersen bunları daha sonra konuşuruz.	{'4'}
Çingenelerin kampında, birbirimizle gözgöze geldiğiniz an, sonrada kumarhanenin penceresinde ve az önce elimi size uzattığımda.	{'8'}
Bende son savaşta kocamı kaybettim.	{'6'}
- Tahmin etmiştim. - Onaylıyor musun?	{'2'}
Sana bu denli aşık olması, nerdeyse ürkütücü geliyor.	{'7'}
Maria'yla evlenerek hayatının en düşüncesiz ve en yıkıcı adımı atacağınımı söylememi istiyorsun?	{'4'}
Torlato-Favrini'ler dünya yüzünden silinecek.	{'1'}
Belkide bu yüzden çocuk doğuramıyorum.	{'4'}
"Insanlar bir gün onun tablolarını seyredecek, ve adımı öğrencek, ve düşünecek: ""Geriye hiçbir şey bırakmadan ölmüş olmaları ne acı."""	{'5'}
Bir an olsun onu düşündünmü?	{'1'}
Bir an için kendinden başka birini yada küçük bir tireyle ayrılmış, o 14 harften başka bir şey düşündünmü?	{'1'}
Vede o hayatın gecesi kalmamışsa, sadece güneş battığında kararan günler halinde yaşanmışsa.	{'6'}
Belkide aklımı adımıza, geçmişimizin ve geleceğimizin olmayısına, tablolarımıza.	{'4'}
Başıma geldi işte ben istemeden, hatta bilmeden.	{'3'}
Yagmur altında ıslanan bir gelin.	{'5'}
- Senide iyi gördüm.	{'8'}
Tıpkı 13 yaşında bir kız gibi davranıyorum. Boşversene.	{'3'}
En fazla 14 yaşında görünüyorsun.	{'1'}
Sanki hayatım boyunca karanlıkta yaşamışımda, bir anda ışığa boğulmuşum gibi.	{'5'}
Hayatım boyunca kendimden bu denli emin olmamıştım, başkalarındanda.	{'8'}
Yakışıklı ve iyi yürekli, hassas ve şevkatli, onurlu, gururlu felanmı?	{'3'}
- Sence bu yeterlimi?	{'2'}
- Söyledim ya, onda bakışlarında olmayan bir şey var.	{'8'}
Geriye dönüp bakınca, belkide o zaman şimdi oldumu sandığım kadar endişeli değildim.	{'6'}
Fikrinizi değiştirip bizimle yemeye kalmaz mısınız, bay Dawes?	{'2'}
Öylede olmalı bence.	{'5'}
- Bizden daha çok eyleniyorlar. - Bunda haklısın.	{'6'}
Aslında hiç incinmemeli. Ben ister miyim?	{'4'}
- Işin hiç kolay olmayacak.	{'4'}
- Beni gördüğüne sevindinmi?	{'5'}
Bu kadar uzunmu sürdü?	{'7'}
Saklaman gerekmiyor.	{'7'}
Mecburum.	{'7'}
Aşık olmak ne demekmiş öğrendim.	{'8'}
Düğün gecemde aşk dolu bir kalple, onu bekletmenin anlamınıda.	{'2'}
Senden önce kimseye aşık olmayısımın nedenide buydu.	{'8'}
Hiç soru sormadan bir daha asla ayrılamyacağımızı bilerek birbirimizi anlamamız.	{'8'}
Senden başka kimseyi istemezdim. Seninle gurur duyuyorum.	{'8'}
Şimdi seni bütün kalbimle sevdiğime inanmanı niçin bukadar önemli olduğunu anlıyor musun?	{'5'}
Bütün hayallerine kavuşmuş bir kadın ve bütün özlemleri gerçekleşmiş bir erkek.	{'6'}
Bu arada sizde Kaliforniya'yı görürsünüz.	{'5'}
O hayatını bildiği gibi noktalayan, çok acı çekmiş hasta bir adam.	{'1'}
Kirk yeni bir yüz aramaya kalkışmamış olsaydı, çoğumuz için her şey ne kadar kolay olurdu, değilmi?	{'1'}
- Ispanyolca bilir misiniz?	{'2'}
İkinci Dünya Savaşı Dönemi. Bugün, birer Teğmensiniz.	{'8'}
Birleşik Devletler Donanmasında görevli birer Teğmen olarak, tüm zamanların en zorlu savaşı için denize ineceksiniz.	{'8'}
Donanma doktoruna gidip bu söylediklerini tekrarlar mısın?	{'4'}
Ben bilirim. Ben beynime hakimim ama Binbaşı Queeg değildi.	{'4'}
Teğmen Harding'le yaptığınız konuşmayı hatırlamıyor musunuz?	{'2'}
İzin verir misiniz?	{'6'}
Karısına koşacağını sandılarsa onu tanımıyorlar. Çok iyi tanıyorlar.  Buraya 8 km.	{'8'}
Sorgusu boyunca Pavel Antipov'um, dedi.	{'1'}
Bugün yanımda gelen adamlar yarın sizi kurşuna dizmeye gelecekler.	{'6', '7'}
Ama sen gelmezsen o da gelmeyecek. Geliyor musun?	{'1'}
Binin.	{'4'}
Kızağı getiririm. Acele et.  Trende önemli kişiler var.	{'3'}
Bana nasıl kaybolduğunu anlatmadın.	{'7'}
Bir gün gitti ve dönmedi.	{'4'}
Belki bir çalışma kampında.	{'1'}
Birşeyler patlıyordu ve evler yıkılıyordu. Elimi bıraktı!	{'5'}
- Peki. Tamam David.	{'4'}
Evlenirdik. Evimiz ve cocuklarımız olurdu.	{'6'}
Strelnikov öldü. -Ne?	{'7'}
Bu durumda Larissa ne olacak? Anlamadın mı?	{'1'}
Saklanmıyordu. Sorgusu boyunca...  ... PavelAntipov'um,dedi.	{'3'}
-Kac kisi? -Hepimiz.  -Üzgünüm, yer yok.	{'4'}
Tamam. Kızağı getiririm.	{'5'}
-Rusya'dan asla ayrılmaz.	{'1'}
Ona bir elbise aldım...	{'7'}
Ama bunu içine attı. Birçok şeyi içine attı.	{'6'}
Yardım eder misiniz? Moskova 'ya, çocuğunu aramaya gelmişti.  Ona yardım etmeye çalıştım.	{'5'}
-Kiminle? -Babamla.  -Baban değil, Komarovsky.	{'1'}
-Bu konuyu düşün.	{'8'}
Sanatcı mı? Kimden öğrendin?	{'8'}
Sorgusu boyunca... ... PavelAntipov'um,dedi.  Strelnikov denince bakmadı.	{'3'}
Ona bir elbise aldım... ... veeskihastanesinde ise soktum.	{'7'}
-Babamla. -Baban değil, Komarovsky.	{'1'}
Strelnikov öldü. - Ne?	{'7'}
Lara'ya söyleme.	{'4'}
- Kaç kişi? - Hepimiz.  - Üzgünüm, yer yok.	{'4'}
"Uyulacak sağlık kuralları: Her sabah toprak boşaltılacak.
da/1965/59113/4735341.xml.gz	tr/1965/59113/5302085.xml.gz	1498	1824 1825	Jeg kender godt dit syn på mig.	- Aramızda Gönüllü İşçiler var."" - Yalancı."	{'4'}
Bu trendeki tek özgür kişi benim.	{'4'}
- Beyazlar mı? Hayır.  Strelnikov.	{'5'}
Rahat ve güvenli bir yolculuk olacak.	{'6'}
Saklanmıyordu.	{'1'}
Görevi bitti.	{'7'}
Ama sen gelmezsen o da gelmeyecek.	{'3', '1'}
4. sınıf yiyecek karnesi vardı ve açtı.	{'1'}
Bir yerlerde ölmüş olmalı.	{'1'}
- Bu konuyu düşün. - Peki.	{'4'}
Demek ki, doğuştan yetenekli.	{'8'}
Acele et. Trende önemli kişiler var.  Siz gidin.	{'8'}
Hatırlamıyorum. Aynı yıl Moğolistan'da doğdun.	{'4'}
Pardon yoldaş.	{'5'}
Belki ona biraz aşık oldum.	{'6'}
Sonradan kaybolan bir listede adsız bir sayı. O zamanlar bu hep oluyordu.	{'6'}
Artık onlara bir faydam olamaz.	{'4', '8'}
Çocuğumuz olsaydı, erkek mi kız mı olmasını isterdin?	{'6'}
-Hayır.	{'6'}
Ben ve yardımcılarım için bir vagon var. Rahat ve güvenli bir yolculuk olacak.  Ben gelmiyorum.	{'8'}
-Üzüldüğünü söyleme sakın. Psikopat katilin tekiydi.	{'7'}
Aptalın tekisin.	{'1'}
Strelnikov denince bakmadı. İnfaz edilecekken bir tabanca kapıp kafasına sıktı.	{'3'}
-Yer olmalı. Tamam.  Kızağı getiririm.	{'4'}
Trende önemli kişiler var. Siz gidin.	{'5'}
Ben yetişirim.	{'1'}
Seninle geleceğini mi sandın?	{'7'}
Ama sen geldin.	{'1'}
-Eğer annemse.	{'5'}
Ona bir elbise aldım ve eski hastanesinde işe soktum. İlk gün onu işe uğurladım.	{'7'}
Sanatçı mı?	{'8'}
Daha önce tanışsak hoş olmaz mıydı? Daha önce mi?	{'6'}
Doğru. İzin verir misiniz?	{'8'}
Hükümetin Yuryatin'de bir treni var.	{'1'}
-Ne? -Üzüldüğünü söyleme sakın.	{'1'}
Çok iyi tanıyorlar. Buraya 8 km. ötede yakalandı.	{'3'}
Strelnikov denince bakmadı.	{'4'}
Ama durumu anlamıyor musun? Görevi bitti.	{'3'}
Kardeşimi Moskova'da sokakta buldum. 4. sınıf yiyecek karnesi vardı ve açtı.	{'7'}
Çok iyisin. Hasta olduğunu biliyor olmalıydı.	{'6'}
Adım Lara. Adını Yuri'nin kağıtlarındaki Lara şiirlerinden biliyordum.	{'5'}
-Baban değil, Komarovsky. Bilmiyorum!  Sokak yanıyordu.	{'4'}
Acelen ne tatlım!	{'7'}
Artık buna ihtiyacın olmayacak! Ayrıca erkek arkadaşın da yarışmaktan hevesini almıştır.	{'1'}
Bakalım yiğidimiz seni kurtarmaya ne kadar sürede gelecek?	{'7'}
Yapmayın!	{'4'}
Şimdi ne yapacağız.	{'2'}
Bir kızı kurtarmaya çalışıyordu.	{'1'}
Ne yapmamı istiyorsun baba?	{'4'}
Bana ne yapacaksınız?	{'4'}
Bizi mi?	{'1'}
Eğlenceliler...	{'2'}
Onu kurtarmalıyız!	{'4'}
Neden vücut çalıştığını anlamıyorum. Ama, beni ilgilendirdiği kadarıyla, sen hazırsın.	{'8'}
-O kızı arıyordu.	{'8'}
Kimsenin işine yaramaz.	{'1'}
Yeni arkadaşlıklara içelim.	{'8'}
Ne yapmaya çalışıyorsun? Günü kısa kesmeye mi?  Bırak o şişeyi.	{'1'}
Bastır evlat! Yine kaçmasına izin verme!	{'5'}
-Bu da bir görüş.	{'2'}
Buna bir son vereceğim.	{'1'}
- Evet, hanımefendi?	{'8'}
Uyanığım, Leary.	{'5'}
- Bana yumurta ve domuz pastırması.	{'2'}
Aklından çıktıysa hatırlatayım, topçu istasyonları 08.30'da.	{'3'}
Bir pürüz daha çıkarsa, donanmadaki kariyerin sona erer.	{'1'}
Bizim o derme çatma kruvazör gibi kullanım tarihim geçti.	{'6'}
Transfer isteyeceğim.	{'2'}
- Bir şansın daha olmayabilir.	{'6', '4'}
- İlginç bir şey var mı?	{'2'}
Havai Deniz Sınırı raporunun şifresi çözüldü, efendim.	{'5'}
- Daha oyun var mı?	{'1'}
Diamond Head'de niye değiller?	{'7'}
Bunu sevmedim, Paul.	{'3'}
Bu bir tatbikat değildir.	{'1'}
Herkes savaş pozisyonuna geçsin!	{'2'}
- Kaptanı bırak şimdi.	{'1'}
Yaparlarsa, bir daha hiçbir şey göremezler, garanti ederim!	{'8'}
Mesajları bildirin.	{'2'}
Savaş gemileri, beyler!	{'2'}
- 12 tane kör gemi.	{'7'}
- Başka seçenek yok.	{'6'}
Nakliye gemilerini düzenlemek için bize zaman vermiş olur.	{'2', '5'}
- Teşekkürler, Amiral Broderick.	{'7', '5'}
Bu hızla, on saat içinde dönmek durumundayız.	{'3'}
- Düşman denizaltılarına davetiye çıkar.	{'2', '1'}
Denizaltıları olabilir de, olmayabilir de.	{'7'}
Gemiyi dengede tutmak için yeterince yakıtımız yok.	{'4'}
Yarbay Eddington ihtiyara - pardon, efendim, kaptana - yedeğe çekilmeyi düşünmeye başlarsa iyi edeceğini söyledi.	{'4'}
İyi iş çıkardın, Harding.	{'5'}
Teşekkürler, efendim.	{'5'}
Yüzbaşı Ast Sınıf mı duydum?	{'7'}
Bize taşınabilir pompa sağlar mısın?	{'2'}
Mahkemenin bunu kabul edeceğinden şüpheliyim.	{'6'}
Yakında, cesaret göstermiş kaptanları amiralliğe yükseltecekler.	{'1'}
Bir yanlışlık olmalı, o çok akıllı...	{'6'}
- İki yüzük... cüzdan.	{'2', '7'}
O benim tek oğlum, onu çok seviyorum.	{'8'}
Sizin oğlunuz yok!	{'1'}
- Uzun zamandır mı buradasınız?	{'2'}
Giysilerimin toplanıp subay karargahına gönderilmesini sağlar mısın?	{'8'}
Size yardımcı olabilir miyim?	{'2'}
Röntgen sonuçları birazdan gelecek.	{'8'}
Sırrı, yılda yarım milyon kazanıp, şu anki zor durumumda bile hala benden nafaka alıyor olması.	{'6'}
Hakkında yazmayı bıraktıktan sonra, tüm filmlerinin ucuzlaması beni tatmin etti.	{'1'}
- Kutlayalım mı?	{'5'}
Hayır, parti istemem.	{'6'}
Siz özel istihbarat görevlileri, yapmanız gerekeni ne zaman yaparsınız?	{'1'}
Hayır, hayır, teşekkürler.	{'1'}
- Nasılsınız? - Sakıncası yok, değil mi?	{'5'}
Komik değil de, konu şu ki, oğlunuzdan çok farklısınız.	{'7'}
Sanırım ona aşık olmak üzere.	{'5'}
- Umarım.	{'4'}
Rahatsızsınız galiba.	{'6', '7'}
Hemşireye benzememek için özel çaba sarfettim.	{'7'}
Dışarı çıkma fikri benim de aklımdaydı, taksi paylaşır mıyız?	{'8'}
Teşekkürler, Bayan Haynes.	{'8'}
Ben Maggie... eğer resmi olmamayı isterseniz.	{'8'}
Çalıştığım ünite yakında gemiyle gönderilecek.	{'6'}
Ben Asteğmen Torrey, efendim.	{'4'}
- Onaylamıyor musunuz, efendim?	{'6'}
Çarpışma olmasa da ön safhalarda görev almayı bekliyorum.	{'2'}
Hakkında sana bir şey söyleyemem.	{'4'}
- İşte bilgiyi ondan aldım.	{'5'}
